"1","4","19","shp","2019-02"
"2","9","17","fairtrad","2019-02"
"3","11","17","energieverbrauch","2019-02"
"4","3","16","csv","2019-02"
"5","5","17","geometri","2019-02"
"6","3","11","gebaud","2019-02"
"7","5","13","geodat","2019-02"
"8","12","18","vornam","2019-02"
"9","4","10","alleinerzieh","2019-02"
"10","4","16","block","2019-02"
"11","6","13","rbs","2019-02"
"12","6","9","verkehr","2019-02"
"13","4","11","strass","2019-02"
"14","8","10","gtfs","2019-02"
"15","7","12","vbb","2019-02"
"16","2","7","statist block","2019-02"
"17","4","8","einkomm","2019-02"
"18","2","7","rbs block","2019-02"
"19","2","7","lebenswelt","2019-02"
"20","3","9","verkauv erbbaubelastet grundstuck an den erbbauberechtigt","2019-02"
"21","5","14","adress","2019-02"
"22","5","8","alkis","2019-02"
"23","4","6","nam","2019-02"
"24","8","12","flurkart","2019-02"
"25","1","5","grundkart","2019-02"
"26","2","5","wasserbetrieb","2019-02"
"27","3","8","lor","2019-02"
"28","2","5","katast","2019-02"
"29","3","4","energieverbrauchsubersicht","2019-02"
"30","1","4","lor planungsraum","2019-02"
"31","4","4","energi","2019-02"
"32","2","4","1002","2019-02"
"33","2","4","u bahn","2019-02"
"34","2","7","kultur","2019-02"
"35","1","4","api","2019-02"
"36","7","9","bezirk","2019-02"
"37","1","4","berlin strass","2019-02"
"38","3","4","badestell","2019-02"
"39","1","4","beschluss v 2018","2019-02"
"40","4","5","moabit","2019-02"
"41","2","4","baby","2019-02"
"42","1","4","wahlkreis","2019-02"
"43","2","4","nois","2019-02"
"44","1","4","kopen","2019-02"
"45","2","3","brandschutz","2019-02"
"46","3","3","netz","2019-02"
"47","2","5","wochenmarkt berlin","2019-02"
"48","1","3","naturschutzrecht","2019-02"
"49","5","5","fahrrad","2019-02"
"50","1","3","bezirksregion von treptow kopenick","2019-02"
"51","2","4","hydrant","2019-02"
"52","2","3","luft","2019-02"
"53","2","3","mietpreis","2019-02"
"54","1","3","erbbaubelastet grundstuck","2019-02"
"55","1","3","geolog bohrdat","2019-02"
"56","3","5","lehr","2019-02"
"57","2","4","wass","2019-02"
"58","2","3","brunn","2019-02"
"59","1","3","kunst","2019-02"
"60","3","4","wahl","2019-02"
"61","1","3","erwerbslosenzahl","2019-02"
"62","1","3","einschulungsuntersuch","2019-02"
"63","1","3","verkehrsaufkomm","2019-02"
"64","1","3","richtwert fur stellplatzbedarf","2019-02"
"65","2","3","alleinerzieh neukolln","2019-02"
"66","4","4","polizei","2019-02"
"67","3","4","larm","2019-02"
"68","3","4","mitt","2019-02"
"69","1","3","auktion","2019-02"
"70","2","3","luftbild","2019-02"
"71","1","3","echtzeit","2019-02"
"72","1","3","pegel","2019-02"
"73","1","3","geojson","2019-02"
"74","1","3","berlin 1650","2019-02"
"75","1","3","hochschul","2019-02"
"76","3","4","veranstaltun","2019-02"
"77","1","3","opf","2019-02"
"78","2","2","bus","2019-02"
"79","2","2","gewalt","2019-02"
"80","1","2","unterflurhydrant","2019-02"
"81","3","4","ortsteil","2019-02"
"82","3","4","wahllokal neukolln","2019-02"
"83","2","2","los","2019-02"
"84","5","5","miet","2019-02"
"85","1","2","jugendgewalt","2019-02"
"86","8","9","schul","2019-02"
"87","4","4","tempelhof","2019-02"
"88","3","3","einwohn","2019-02"
"89","2","3","arzt lichtenberg","2019-02"
"90","1","2","beschaftigt","2019-02"
"91","1","2","wohnung","2019-02"
"92","2","2","bvg","2019-02"
"93","2","3","dezibel","2019-02"
"94","1","2","auslanderanteil de","2019-02"
"95","2","2","zuzug","2019-02"
"96","2","3","kita","2019-02"
"97","2","3","lageplan","2019-02"
"98","1","2","verfahr zur ermittl des verkehrwert","2019-02"
"99","3","6","grundstuck erbbauberechtigt","2019-02"
"100","1","2","tempel","2019-02"
"101","3","4","senatsbeschluss","2019-02"
"102","1","2","geodat baum or baum","2019-02"
"103","1","2","alt glienick grund","2019-02"
"104","2","3","einwohnerinn und einwohn mit migrationshintergrund","2019-02"
"105","1","2","oper","2019-02"
"106","2","2","kind","2019-02"
"107","1","2","flughaf tegel","2019-02"
"108","2","4","tourismus","2019-02"
"109","3","4","papi sammelstell","2019-02"
"110","2","3","15 1002","2019-02"
"111","2","2","wohnflach","2019-02"
"113","4","4","bevolker","2019-02"
"114","1","2","ermittl des verkehrswert","2019-02"
"115","2","4","kart","2019-02"
"116","1","2","digital gelandemodell","2019-02"
"117","1","2","stellplatzverordn","2019-02"
"118","1","2","tempohom","2019-02"
"120","1","2","stromnetz","2019-02"
"121","4","5","lastprofil","2019-02"
"122","1","2","bundestagswahl","2019-02"
"123","2","2","bvv","2019-02"
"125","1","2","straka","2019-02"
"126","1","2","tempolimit zionskirchstrass","2019-02"
"127","2","3","abwass","2019-02"
"128","2","3","einwohnerinn und einwohn mit migrationshintergrund in berlin in lor planungsraum","2019-02"
"129","2","2","flachennutzungsplan","2019-02"
"130","4","6","verkehrsmeng","2019-02"
"131","1","2","profil","2019-02"
"132","1","2","bezirk shapefil lor","2019-02"
"133","1","2","verfahr zur ermittl des verkehrwert bei der verausser von erbbaubelastet grundstuck an den erbbauberechtigt","2019-02"
"134","1","2","opnv","2019-02"
"135","1","2","verkehrsbelast","2019-02"
"136","1","2","finanzlag","2019-02"
"137","1","2","sprach","2019-02"
"138","1","2","handbuch","2019-02"
"139","2","3","demograph","2019-02"
"140","1","2","beamt","2019-02"
"141","2","3","modulbau","2019-02"
"142","1","2","population grid","2019-02"
"143","2","2","unternehm","2019-02"
"144","2","2","shapefil","2019-02"
"145","1","2","rathaus kopenick","2019-02"
"147","1","2","energieverbrauch reinickendorf","2019-02"
"148","1","2","offent liegenschaft reinickendorf","2019-02"
"149","1","2","s bahn","2019-02"
"150","1","2","hauskoordinat","2019-02"
"151","1","2","district","2019-02"
"152","1","2","stellplatzbedarf","2019-02"
"153","1","2","stolperstein","2019-02"
"154","3","3","grundschul","2019-02"
"155","1","2","fahrplandat","2019-02"
"156","2","3","feiertag","2019-02"
"157","2","4","beschluss","2019-02"
"158","1","2","bad","2019-02"
"159","1","2","wahlkreis wahlergebnis","2019-02"
"161","1","2","kriminalitatsatlas","2019-02"
"162","2","2","lod2","2019-02"
"163","1","2","sozialstrukturatlas","2019-02"
"164","1","2","kriminalitat","2019-02"
"165","1","2","rbs block 2017","2019-02"
"170","5","5","list der haufig vornam","2019-02"
"183","2","2","parkplatz","2019-02"
"194","2","2","dgm","2019-02"
"196","2","2","angebotsmiet","2019-02"
"207","2","2","warm","2019-02"
"226","2","2","unbewohnt","2019-02"
"227","2","2","buchhandl","2019-02"
"228","2","2","einschulbereich","2019-02"
"237","2","2","energieverbrauchsubersicht bezirk gebaud","2019-02"
"244","2","2","europabeauftragt","2019-02"
"250","2","2","einwohnerzahl","2019-02"
"262","2","2","grundschulregion","2019-02"
"267","2","2","unbebaut","2019-02"
"269","2","2","wahlergebnis bundestagswahl 2017 berlin reinickendorf","2019-02"
"305","2","2","alt der bevolker in reinickendorf","2019-02"
"309","2","2","bevolker 2018","2019-02"
"314","2","2","landesentwicklungsplan","2019-02"
"321","2","2","standardlastprofil","2019-02"
"328","2","2","bauantrag","2019-02"
"378","2","2","fisch","2019-02"
"391","2","2","fluchtling","2019-02"
"405","2","2","luftgutemessnetz","2019-02"
"413","2","2","sozialstatist","2019-02"
"471","2","2","einwohnerzahl 2018","2019-02"
"1","9","36","lor","2019-03"
"2","17","37","rbs","2019-03"
"3","13","24","einwohn","2019-03"
"4","4","19","bevolker","2019-03"
"5","18","26","bezirk","2019-03"
"6","15","22","vornam","2019-03"
"7","5","12","geometri","2019-03"
"8","9","13","einkomm","2019-03"
"9","7","21","energi","2019-03"
"10","3","10","wohndau","2019-03"
"11","7","23","einwohnerinn und einwohn in berlin in lor planungsraum","2019-03"
"12","8","11","vbb","2019-03"
