"","term_stem","impressions","visits"
"1","gtfs",41,35
"2","verkehr",34,15
"3","einwohnerinn und einwohn in berlin in lor planungsraum",18,3
"4","vornam",33,24
"5","bahn",19,6
"6","planungsraum",14,1
"7","basis dlm",11,1
"8","bundestagswahl",12,3
"9","einwohn nach wohndau",10,6
"10","nam",13,7
"11","finanz",10,2
"12","alkis",15,7
"13","pankow",8,5
"14","shp",8,1
"15","polizei",8,5
"16","lor",8,5
"17","adress",9,3
"18","todesursach",7,1
"19","isu5",7,1
"20","einkomm",11,7
"21","energieverbrauch",6,2
"22","einwohnerinn und einwohn in berlin in lor planungsraum wohnlag wohndau herkunft ausland migrationshintergrund",6,4
"23","einwohnerzahl",8,5
"24","gebaud",13,8
"25","energi",7,3
"26","einwohn nach wohnlag",6,2
"27","wohnlag",6,3
"28","vbb",12,10
"29","bezirk",10,6
"30","rbs",5,4
"31","fahrrad",8,7
"32","geburt",7,3
"33","gesund",5,1
"34","einwohnerzahl von gesamtberlin",5,1
"35","dop",5,2
"36","lastgang",5,1
"37","hydrant",5,3
"38","vermess at ba fk berlin de",4,3
"39","shap",4,3
"40","gebaudeschad",4,1
"41","mietspiegel",4,3
"42","kindertagesstatt",4,2
"43","straftat",4,2
"44","fahrradstand",4,1
"45","wms",4,4
"46","postleitzahl",4,3
"47","geojson",4,4
"48","luftbild",8,4
"49","wfs",4,2
"50","rad",4,4
"51","mobilitat",4,3
"52","landesentwicklungsplan",4,1
"53","verwalt",4,2
"54","flachengross",4,1
"55","gelandehoh",4,1
"56","flurstucksgrenz",4,1
"57","besucherzahl",5,3
"58","abfallabfuhr",4,1
"59","2015",4,1
"60","orthophotos",4,1
"61","trodelmarkt",4,4
"62","kriminalitat",6,5
"63","europawahl",5,5
"64","abfall",4,1
"65","radweg",5,4
"66","schul",9,6
"67","alleinerzieh",4,2
"68","temperatur",3,1
"69","api",4,2
"70","zugriffsstatist",3,3
"71","bevolker",3,1
"72","taxi",3,3
"73","verkehr berlin",3,2
"74","2019",1,1
"75","park",6,4
"76","statist gebiet",5,3
"77","bod",3,1
"78","miet",6,5
"79","liegenschaftskatast",3,2
"80","steglitz",3,2
"81","luftgut",3,1
"82","kriminal",3,3
"83","wms luftbild",3,1
"84","test",4,4
"85","einwohnerinn und einwohn in berlin in lor planungsraum 2003",3,2
"86","statist block",3,1
"87","dat fur spandau",3,1
"88","haus",4,4
"89","toilett",4,3
"90","strass berlin",3,1
"91","sozialdat",3,1
"92","fest",4,4
"93","friedrichshain kreuzberg",3,1
"94","bundestagswahl 2017",3,1
"95","list der haufig vornam",3,1
"96","s bahn",5,4
"97","ortsumfahr ahrensfeld",3,1
"98","armut",4,3
"99","lebenswelt orientiert raum",3,1
"100","bodenart",3,1
"101","tvo",3,1
"102","baugrund",3,1
"103","energieatlas",3,3
"104","geodat",3,1
"105","altglas",3,1
"106","senatsbeschluss aus dem dezemb 2019",3,1
"107","bus",2,2
"108","siedlungsabfall wag",2,2
"109","wohngebaudebestand",2,1
"110","shabbadu",2,1
"111","einwohnerzahl 2019",2,2
"112","stadtbezirk",2,2
"113","migration",2,2
"114","baublock",4,4
"115","ordnungsamt",2,2
"116","wohn",2,1
"117","arbeit",2,1
"118","einschulbereich geometri",2,2
"119","fluss in der nah museumsinsel",2,1
"120","wms verkehr",2,1
"121","biergart",2,1
"122","sgb ii",2,1
"123","bilianz berlin",2,1
"124","parkplatz",2,1
"125","rahmenvertrag",2,2
"126","strassenreinigungsklass markendorf strass",2,1
"127","millieuschutz",2,1
"128","infektion",2,1
"129","u bahn",3,3
"130","statist bericht sportverein im land berlin am 01 januar 2019",2,1
"131","flach",2,1
"132","vornam 2016",2,1
"133","bruttolohn definition",2,1
"134","charlottenburg",2,2
"135","trinkwass",2,1
"136","natur",2,1
"137","fahrradpark",2,1
"138","alkis wfs",2,1
"139","bvg",3,2
"140","preis",3,3
"141","kart 1942",2,1
"142","hydrant waldseeweg",2,1
"143","grosssiedl",4,3
"144","datenmodell",2,1
"145","data",2,1
"146","orthophoto",2,2
"147","atkis wfs",2,1
"148","denkmal berlin",2,1
"149","stadtplan berlin",2,1
"150","suchbegriff",3,2
"151","gsk",2,1
"152","paritat wohn",2,1
"153","flurkart",4,2
"154","geburtenzahl 2019 marzahn hellersdorf",2,1
"155","rbs block",4,3
"156","berlin um",2,1
"157","steglitz zehlendorf",2,1
"158","kerngebiet",3,2
"159","strassenkategori spreestr schonhorst berlin",2,1
"160","vornam neugebor vornam",2,1
"161","josef orlopp strass 56",2,1
"162","josef orlopp strass",3,2
"163","bsr",2,1
"164","aufgrabemeld",2,1
"165","medi",2,1
"166","alkis kart",2,2
"167","rad berlin",2,1
"168","nam 2017",2,1
"169","migrationshintergrund",2,1
"170","lod2",2,1
"171","lebenserwart",2,1
"172","strassenbefahr",2,1
"173","prenzlau berg",2,1
"174","vornam neugebor",2,1
"175","05",2,1
"176","branch",2,1
"177","16",2,1
"178","0546",2,1
"179","stadtentwicklungsplan",2,2
"180","kerngebiet kerngebiet",2,1
"181","teilnehm religionsunterricht",2,1
"182","ortsteil",2,1
"183","alt",3,2
"184","haushalt",3,2
"185","kreb",2,1
"186","kauf",2,1
"187","doppelhaushalt",2,2
"188","einschulbereich",3,3
"189","vornam 2019",4,4
"190","bebauungsplan berlin",2,1
"191","senatsvorlag senjustva",2,1
"192","einwohnerinn und einwohn in berlin in lor planungsraum 2018",2,2
"193","nachbarschaft",2,1
"194","entwickl",2,1
"195","trinkbrunn",2,1
"196","stasi",2,1
"197","teichmummelring",2,1
"198","flohmarkt",3,2
"199","senatsbeschluss vom 30 10 2018",2,2
"200","vergutungsmodell",2,1
"201","mediennutz",2,1
"202","geburtenzahl 2019 marzahn hellersdorf geburtenzahl in marzahn hellersdorf wurd 2019 kind gebor",2,1
"203","stadtteil",2,2
"204","einwohn",3,3
"205","anlag",2,1
"206","einwohn steglitz",2,1
"207","mieterrat",2,1
"208","bevolkerungsalt",2,1
"209","histor stadtplan berlin",2,1
"210","supplychain",2,1
"211","larm",3,3
"212","einwohnerinn und einwohn in berlin in lor planungsraum 2017",2,2
"213","markt",2,2
"214","weee transport",2,1
"215","nachnam",2,1
"216","strassennetz",2,1
"217","vollstationar pfleg",2,1
"218","wolfgang goetz",2,1
"219","flurstuck",5,4
"220","vornam 2013",2,1
"221","abschnitt",2,1
"222","energi und co2 bilanz im land berlin 2017",2,1
"223","entsorg",2,1
"224","wohnungsbau",3,3
"225","verkehr verkehrsdat",2,1
"226","brachflach",2,1
