"","term_stem","impressions","visits"
"1","c vermess at ba fk berlin de",41,23
"2","c friedrichshain kreuzberg",36,26
"3","verkehr",19,7
"4","strass",33,10
"5","grundwassergleich",15,3
"6","wfs",14,3
"7","alkis",16,5
"8","pfleg",11,2
"9","trinkbrunn",14,13
"10","kriminalitat",11,9
"11","einwohn",9,6
"12","vbb",9,6
"13","baumbestand",8,7
"14","rbs",13,7
"15","bezirk",9,4
"16","ortsteil",14,6
"17","lor",10,8
"18","arbeitslos",10,3
"19","einkomm",13,9
"20","unfall",8,5
"21","adress",7,1
"22","kita",7,5
"23","strassenbefahr",7,1
"24","fahrrad",7,4
"25","grundwass",7,2
"26","radrout",7,6
"27","gtfs",11,10
"28","spielplatz",9,6
"29","c offent gesundheitsdien",6,1
"30","spandau",6,1
"31","corona",8,8
"32","bahn",5,1
"33","wms",5,3
"34","baum",9,8
"35","katast",5,1
"36","flachennutz",6,3
"37","grunflach",5,3
"38","c berlin gewass",5,1
"39","wasserbetrieb",5,2
"40","herkunft",5,2
"41","flurkart",8,4
"42","einwohnerdicht",4,4
"43","arbeit",5,3
"44","c real nutzung",4,3
"45","auto",4,4
"46","schul",5,4
"47","haushaltsplan",4,2
"48","plz",4,3
"49","alt",5,3
"50","einschul",5,4
"51","mensch",6,2
"52","3d",5,5
"53","c mietenwog bln",7,2
"54","soforthilf",4,1
"55","neukolln",4,1
"56","mietendeckel",5,2
"57","c lor bezirksnumm",6,2
"58","park",11,8
"59","wahl",3,1
"60","dgm",3,3
"61","durchschnittsalt",3,2
"62","bebauungsplan",3,2
"63","koordinat",3,1
"64","kart",3,1
"65","liegenschaftskatast",3,1
"66","abfall",5,3
"67","c statist gebiet",5,2
"68","strassennam",5,5
"69","topographi",3,1
"70","2018",1,1
"71","c schonhaus alle",3,1
"72","gewass",3,1
"73","c atkis fliessgewass",3,3
"74","c einwohnerinn und einwohn in den ortsteil berlin",3,1
"75","ziunskirchstrass",3,1
"76","c bericht frau gesund",3,1
"77","dicht",3,1
"78","haushalt",4,2
"79","postleitzahl",5,3
"80","umwelt",3,2
"81","sport",4,2
"82","planungsraum",4,2
"83","warm",5,2
"84","toilett",4,4
"85","einschulbereich",3,1
"86","luftbild",5,4
"87","nutzung",3,1
"88","wander",3,1
"89","bvg",3,1
"90","shapefil",4,4
"91","umrechnungskoeffizient",3,1
"92","weisbachstr",3,1
"93","c traffic flow",3,1
"94","parkraumbewirtschaft",3,2
"95","c neukolln alle 100 grz gfz",3,1
"96","c reinigungsklass der bsr fur strassenrein",3,1
"97","bad",3,1
"98","c umrechnungskoeffizient umrechnungskoeffizient",3,1
"99","c einschul geo",3,2
"100","1946",3,1
"101","strassenf",3,2
"102","hochschul",3,1
"103","weisbachstrass",3,1
"104","c histor bild",2,2
"105","recycling",2,2
"106","vegetation",2,1
"107","survey",2,2
"108","covid",4,4
"109","bik",2,2
"110","c mein berlin",3,2
"111","migrationshintergrund",4,2
"112","bezirksgrenz",2,2
"113","miet",7,6
"114","temperatur",2,1
"115","grun",2,2
"116","c liegenschaftskatast spandau",2,1
"117","mull",3,3
"118","reinickendorf",2,1
"119","haushaltseinkomm",3,2
"120","wolfenbuttel",3,2
"121","c geography mitt",2,2
"122","c einkomm per capita",2,1
"123","wirtschaft",2,1
"124","mitt",2,2
"125","sozialwohn",2,1
"126","fahrradunfall",2,2
"127","radfahr",2,1
"128","gebaudedat",3,2
"129","c digital farbig orthophotos",2,1
"130","c geolog kart",3,2
"131","c altersgrupp bezirk",2,1
"132","lichtenberg",2,1
"133","geolog",2,1
"134","c geologi berlin mitt",2,1
"135","hauskoordinat",2,1
"136","friedrichshain",2,1
"137","gend",2,1
"138","c staatlich ballettschul",2,1
"139","c berlin gesamteinwohnerzahl",2,1
"140","c person verkehr",2,1
"141","c bsr strassenrein gebuhr",2,1
"142","obesity",2,1
"143","c luftaufnahm wilmersdorf",2,1
"144","c doi 55281",2,1
"145","einwohnerzahl",2,1
"146","klima",2,1
"147","ozon",2,2
"148","c cal bik",2,1
"149","c alkis wfs",2,1
"150","treibhausgas",2,2
"151","c berlin bezirk",2,1
"152","gedenktafeln",2,1
"153","diskriminierungsgesetzt",2,1
"154","bebau",2,1
"155","beteil",2,1
"156","forderprogramm",2,1
"157","kreuzberg",3,3
"158","strom",3,2
"159","c kapellmeist charlottenburg",2,1
"160","traffic",2,1
"161","c anderl berlin mobelhaus or anderl",2,1
"162","flurstuck",3,3
"163","c bevolker 2011",2,1
"164","altersstruktur",2,1
"165","public",2,1
"166","transparenzdatenbank",2,1
"167","c arbeitslos arbeitslos",2,1
"168","vornam",3,2
"169","c 3d plan",2,1
"170","bus",2,2
"171","c mund nas mask",2,1
"172","grundwasserstand",2,1
"173","plattform",2,1
"174","lageplan",2,2
"175","c gut wohnlag berlin",2,1
"176","c alt geschlecht",2,1
"177","wahlergebnis",2,1
"178","emobility",2,2
"179","offent",2,1
"180","c grundwassermessstell 312",2,1
"181","wett",3,3
"182","pankow",2,1
"183","verkehrszahl",2,1
"184","schacht",2,1
"185","straftat",3,2
"186","hauptweg",2,2
"187","wohnatlas",2,2
"188","vermog",2,1
"189","c besenbind str",2,1
"190","c forder restaurant",2,1
"191","hortgebuhr",2,1
"192","helmholtzplatz",2,1
"193","insolvenzgericht",2,1
"194","c anderl berlin",2,1
"195","leitungsbereich",2,1
"196","c ingenieurgeolog kart",2,1
"197","tourismus",2,1
"198","c schwedt strass",2,1
"199","mietpreis",2,2
"200","c lor dat",2,1
"201","dxf",2,1
"202","bestatt",2,1
"203","stadtteil",2,1
"204","immobili",2,1
"205","c neukollnm alle 100 grz gfz",2,1
"206","c lebenswelt neukolln",2,1
"207","taxi",3,2
"208","restaurant",4,4
"209","badestell",2,2
"210","breitband",2,1
"211","hazushaltsplan",2,1
"212","gps",2,2
"213","mietenspiegel",2,1
"214","c friedrich wilhelm forst",2,1
"215","kind",3,2
"216","c topgraf kart",2,1
"217","gard",2,1
"218","kommunikation",2,1
"219","c 24 10 2017",2,1
"220","gebaudefeuerversicher",2,1
"221","controlling",2,1
"222","mulltonn",2,1
"223","1961",2,1
"224","gehweg",2,1
"225","fahrradweg",2,2
"226","forstbestand",2,1
"227","tourist",2,1
"228","fischfauna",3,3
"229","tagespfleg",3,2
"230","frauengesundheitsbericht",2,1
"231","rathausblock",2,1
"232","grw",2,1
"233","gemeind",3,2
"234","c geo grundschul",2,2
"235","bar",2,1
"236","geltung",2,1
"237","c offent toilett berlin",2,2
"238","gart",2,1
"239","gemuseanbau",2,1
"240","c esb2012 wgs84 ewr2012 12 kmz",2,2
"241","c b plan",3,2
"242","wohnraum",2,1
"243","c spezialbericht frau gesund",2,1
"244","finanz",2,1
"245","c temperaturverlauf jahr",2,1
"246","c friedrich wilhelm foerst",2,1
"247","clubkatast",2,1
"248","c atkis basis dlm",2,2
"249","wochenmarkt",2,1
"250","markt",2,1
"251","arbeitslosenzahl",2,1
"252","c neukolln alle",3,2
"253","stadttel",2,1
"254","c lor planungsraum shp",2,1
"255","vorteil",2,1
"256","aunfahmeanordn",2,1
"257","aufnahmeanordn",4,2
"258","behindertenparkplatz",2,2
"259","gemusebau",2,1
"260","c prenzlau berg",2,1
"261","c grun infrastruktur",2,1
"262","verkehrssicherheitsprogramm",1,1
"263","c wahl 2016",1,1
"264","c zu erwart",1,1
"265","berlin",2,2
"266","altlast",1,1
"267","c zensus 2021",1,1
"268","14059",1,1
"269","dahl",1,1
"270","stadion",1,1
"271","c wfs grundwass berlin",1,1
"272","fis",1,1
"273","senuvk",1,1
"274","hotel",1,1
"275","opengml",1,1
"276","prami",2,2
"277","c offent raum",1,1
"278","c issbern haldan",1,1
"279","c strass bezirk zuordnung",1,1
"280","c lep fs",1,1
"281","monument",1,1
"282","c wohnraumversorg berlin",1,1
"283","c einwohn brandenburg",1,1
"284","quart",1,1
"285","c strass benenn",1,1
"286","c kottbuss tor",1,1
"287","toilettenhaus",1,1
"288","c pfleg csv",1,1
"289","klimatechn",1,1
"290","c bohrtief fur brunn",1,1
"291","baustell",1,1
"292","wasserentnahmestell",1,1
"293","wass",2,2
"294","c einschulbereich rbs",1,1
"295","a100",1,1
"296","c senatsvorlag der senatsverwalt fur inn und sport",1,1
"297","c staatsop unt den lind",1,1
"298","huis",1,1
"299","ballettschul",1,1
"300","bevolkerungsprognos",1,1
"301","gutachterausschuss",1,1
"302","iot",1,1
"303","aviation",1,1
"304","ubersch",1,1
"305","c tempo 30",1,1
"306","lebenspartnerschaft",1,1
"307","gruenanlag",1,1
"308","topograph",1,1
"309","einkaufslad",1,1
"310","gif",1,1
"311","c 20 kv",1,1
"312","gastronomi",2,2
"313","neuklon",1,1
"314","jelbi",1,1
"315","tubing",1,1
"316","c bezirk berlin",1,1
"317","dtk",2,2
"318","c wo ist berlin am jung",1,1
"319","wbl",1,1
"320","c smart city",1,1
"321","c rathausblock kreuzberg",1,1
"322","arzt",2,2
"323","alterdurchschnitt",1,1
"324","qgis",1,1
"325","fahrraddiebstahl",1,1
"326","block",1,1
"327","c kontakt versicker",1,1
"328","2010",1,1
"329","c verkehr uhmleit",1,1
"330","schonefeld",1,1
"331","volkszahl",1,1
"332","transport",1,1
"333","bushaltestell",1,1
"334","wohnungsmarktbericht",1,1
"335","kopenick",1,1
"336","c verkehr uhmleit berlin und berlin a10",1,1
"337","historic",1,1
"338","c charlottenburg nord",1,1
"339","uhmleit",1,1
"340","c nardur isd das nicht berlin und garnz brandenburg das isd berlin bis zur a10",1,1
"341","umsatzbesteuer",1,1
"342","c einwohn 2020",1,1
"343","c strass hausnumm bezirk",1,1
"344","gfz",1,1
"345","mau",1,1
"346","c dies such liiefert kein ergebnis wenn die baustel nicht fertig wurt",1,1
"347","c lor raumid",1,1
"348","gesamtrahm",1,1
"349","c dies such liefert kein ergebnis wenn die baustel nicht fertig wurt",1,1
"350","c kart papi",1,1
"351","c friedrichshain kreuzberg einwohn",1,1
"352","c senatsbeschluss gultig",1,1
"353","c geography of berlin",1,1
"354","kartendien",1,1
"355","c wasserleit berlin",1,1
"356","jeremy",1,1
"357","ess",1,1
"358","grenz",1,1
"359","sozialstruktur",1,1
"360","lidar",1,1
"361","beruf",1,1
"362","mortalitat",1,1
"363","crim",1,1
"364","wahlkreis",2,2
"365","c lermoos weg",1,1
"366","vergabestell",1,1
"367","stadtglieder",1,1
"368","c haushalt kultur 2019 kultur or 2019 or haushalt",1,1
"369","c strassenverzeichnis berlin",1,1
"370","c sozial stadtentwickl",1,1
"371","c histor kart",1,1
"372","glas",1,1
"373","bussgeld",1,1
"374","gebaud",1,1
"375","c fis brok",3,3
"376","sozialatlas",1,1
"377","c geolgi berlin mitt",2,2
"378","c versiegelt flach",1,1
"379","gesamtbevolker",1,1
"380","c umsatz einzelhandel",1,1
"381","abwass",1,1
"382","wilmersdorf",1,1
"383","gml",1,1
"384","mobilitat",2,2
"385","c senatsbeschluss vergab",1,1
"386","hohenkart",1,1
"387","sozial",1,1
"388","prognoseraum",1,1
"389","child",1,1
"390","c population numb",1,1
"391","giess",1,1
