"","term_stem","impressions","visits"
"1","ortsteil",29,12
"2","vornam",21,11
"3","strass",14,7
"4","geometri",13,4
"5","bod",11,1
"6","vbb",11,6
"7","api",11,4
"8","bezirk",13,7
"9","shap",10,3
"10","planungsraum",17,6
"11","einwohn",14,5
"12","lichtenberg",9,3
"13","alkis",14,8
"14","arbeitslos",12,4
"15","lor",13,10
"16","einwohn berlin in lor planungsraum",9,1
"17","flurkart",14,9
"18","rbs",12,8
"19","europawahl",11,6
"20","sport",10,2
"21","poll",9,5
"22","einwohnerinn und einwohn mit migrationshintergrund in berlin in lor planungsraum am",8,1
"23","wohnlag",10,4
"24","lor kart",7,2
"25","verwaltungsvorschrift",8,7
"26","topograf",6,1
"27","energi",8,5
"28","flachennutz",11,3
"29","energieverbrauch",6,4
"30","hotel",6,4
"31","hauskoordinat",10,4
"32","unterkunft",7,2
"33","bvg",6,6
"34","wms",5,3
"35","strassenverzeichnis",7,5
"36","gebaud",5,2
"37","polizei",6,5
"38","shp",5,2
"39","flach",5,2
"40","feinstaub",5,2
"41","alkis gebaud",5,2
"42","radfahr",8,4
"43","flughaf",5,2
"44","senatsbeschluss",13,11
"45","inspir",5,2
"46","fahrrad",8,7
"47","kita",4,2
"48","shapefil",4,4
"49","s bahn",5,3
"50","verkehr",4,2
"51","detailnetz",4,2
"52","umweitatlas",4,1
"53","grenz",7,3
"54","berlin wasserbetrieb",4,1
"55","luftbild",6,3
"56","bezirksregion",4,1
"57","dgm",6,4
"58","gtfs",6,4
"59","1910",4,1
"60","odis",3,3
"61","schulerticket bvg",3,1
"62","wfs",3,1
"63","grundschul reinickendorf",5,2
"64","zaa",3,2
"65","block",4,4
"66","grunflach",5,3
"67","krimininal",3,2
"68","einwohnerzahl",3,2
"69","einwohn 2018",3,3
"70","charit",4,3
"71","gewerb",3,2
"72","listev der haufig vornam 2018",3,1
"73","umweltatlas",3,2
"74","geodat",4,4
"75","schulsprengel",3,3
"76","wohndau",3,1
"77","vivant",4,3
"78","miet",8,7
"79","atlas fur grz",3,1
"80","haus",4,2
"81","haufig vornam 2018",5,2
"82","strassenverkehr",3,1
"83","list der haufig vornam 2018",14,12
"84","einkomm",6,5
"85","kriminalitat",4,3
"86","tourismus",3,3
"87","geobasisdat",3,1
"88","lor planungsraum einwohn",3,1
"89","accommodation",3,1
"90","strassennetz",3,2
"91","baumstandort",3,1
"92","bsr",5,3
"93","schul",5,4
"94","schulerticket",4,2
"95","flurstuck",7,4
